loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.5362415313720703,0.5522066950798035,0.6993569135665894,0.46824541687965393,1.0244349241256714,0.7586805820465088,0.8019230961799622,0.7239583134651184
0.44896283745765686,0.8665231466293335,0.8903002142906189,0.8299246430397034,0.7466365694999695,0.8020833134651184,0.8571428656578064,0.7708333134651184
0.4982069134712219,0.8589881658554077,0.888127863407135,0.8374596238136292,0.8782163262367249,0.7951388955116272,0.8196721076965332,0.78125
0.3263165354728699,0.9138858914375305,0.9308035969734192,0.8977395296096802,0.6108630299568176,0.8402777910232544,0.8615664839744568,0.8211805820465088
0.2107301503419876,0.9385416507720947,0.9521276354789734,0.9322916865348816,0.40958014130592346,0.875,0.9102563858032227,0.8628472089767456
0.1242201179265976,0.9655543565750122,0.9758507013320923,0.9569429755210876,0.4288400411605835,0.8819444179534912,0.9124087691307068,0.8680555820465088
0.6515900492668152,0.8794402480125427,0.8943894505500793,0.8751345276832581,0.790520966053009,0.8177083134651184,0.842391312122345,0.8072916865348816
0.19565090537071228,0.9364583492279053,0.9500531554222107,0.9312499761581421,0.49368947744369507,0.875,0.8910714387893677,0.8663194179534912
0.10758449882268906,0.9729166626930237,0.9768664836883545,0.9677083492279053,0.4066508114337921,0.8819444179534912,0.9077757596969604,0.8715277910232544
0.08773039281368256,0.981249988079071,0.9842436909675598,0.9760416746139526,0.3997036814689636,0.8871527910232544,0.9023090600967407,0.8819444179534912
0.08194980770349503,0.9781249761581421,0.9821240901947021,0.9729166626930237,0.38206034898757935,0.8871527910232544,0.9039145708084106,0.8819444179534912
0.051236268132925034,0.9892357587814331,0.9913606643676758,0.9881592988967896,0.3367255926132202,0.8958333134651184,0.9098939895629883,0.8940972089767456
0.04830807074904442,0.9854166507720947,0.9895397424697876,0.9854166507720947,0.3329883813858032,0.9045138955116272,0.916221022605896,0.8923611044883728
0.044128041714429855,0.9906250238418579,0.9937106966972351,0.987500011920929,0.38148120045661926,0.8923611044883728,0.9120287299156189,0.8819444179534912
0.0332397036254406,0.9956942796707153,0.9978355169296265,0.9924650192260742,0.34185078740119934,0.8940972089767456,0.91756272315979,0.8888888955116272
0.03408554941415787,0.9913886189460754,0.9946004152297974,0.9913886189460754,0.3717169761657715,0.8854166865348816,0.9039145708084106,0.8819444179534912
0.030812662094831467,0.9956942796707153,0.9956803321838379,0.9924650192260742,0.32864201068878174,0.9027777910232544,0.9150442481040955,0.8975694179534912
0.032093603163957596,0.993541419506073,0.993541419506073,0.993541419506073,0.3582290709018707,0.8923611044883728,0.9089285731315613,0.8836805820465088
0.027018245309591293,0.996874988079071,0.9979101419448853,0.9947916865348816,0.3157617449760437,0.8993055820465088,0.9262589812278748,0.8940972089767456
0.019965477287769318,1.0,1.0,0.9989583492279053,0.2969209849834442,0.8975694179534912,0.91756272315979,0.8888888955116272
0.01921391673386097,0.9979166388511658,0.9979166388511658,0.9979166388511658,0.32755544781684875,0.9027777910232544,0.9219858050346375,0.9027777910232544
0.016531189903616905,0.9989583492279053,0.9989583492279053,0.9989583492279053,0.298135370016098,0.9079861044883728,0.925399661064148,0.9045138955116272
0.01682376116514206,1.0,1.0,0.9989235997200012,0.3033970594406128,0.90625,0.9283154010772705,0.8993055820465088
0.016716955229640007,1.0,1.0,1.0,0.30223187804222107,0.9079861044883728,0.9214285612106323,0.8958333134651184
0.015138610266149044,1.0,1.0,0.9989235997200012,0.2958916127681732,0.9079861044883728,0.9303571581840515,0.9045138955116272
0.014204446226358414,1.0,1.0,1.0,0.3133789896965027,0.90625,0.9233511686325073,0.8993055820465088
0.01378613244742155,1.0,1.0,1.0,0.3033011257648468,0.9045138955116272,0.9266547560691833,0.8993055820465088
0.013412516564130783,1.0,1.0,1.0,0.3042828142642975,0.9131944179534912,0.93202143907547,0.9045138955116272
0.011914041824638844,1.0,1.0,1.0,0.30782562494277954,0.9097222089767456,0.9285714030265808,0.9027777910232544
0.011093816719949245,1.0,1.0,1.0,0.317800372838974,0.9097222089767456,0.9271758198738098,0.90625
0.012798172421753407,1.0,1.0,1.0,0.3077431321144104,0.9114583134651184,0.9286987781524658,0.9045138955116272
0.011631075292825699,1.0,1.0,1.0,0.28536415100097656,0.9079861044883728,0.9266547560691833,0.8993055820465088
0.010438653640449047,1.0,1.0,1.0,0.2813495397567749,0.9079861044883728,0.9263913631439209,0.8958333134651184
0.010658561252057552,1.0,1.0,1.0,0.2866489887237549,0.9097222089767456,0.9286987781524658,0.9045138955116272
0.009386476129293442,1.0,1.0,1.0,0.3058744966983795,0.90625,0.922123908996582,0.9045138955116272
0.010863169096410275,1.0,1.0,1.0,0.2856484055519104,0.9114583134651184,0.925399661064148,0.9045138955116272
0.009558543562889099,1.0,1.0,1.0,0.2812262773513794,0.9131944179534912,0.9307282567024231,0.9097222089767456
0.008419422432780266,1.0,1.0,1.0,0.28668487071990967,0.9079861044883728,0.9301075339317322,0.9010416865348816
0.017121000215411186,0.9989235997200012,0.9989235997200012,0.9989235997200012,0.30638840794563293,0.9114583134651184,0.9267857074737549,0.9010416865348816
0.009981689974665642,1.0,1.0,1.0,0.3002031743526459,0.9131944179534912,0.9256637096405029,0.9079861044883728
0.00843029748648405,1.0,1.0,1.0,0.2979455590248108,0.90625,0.9265232682228088,0.8975694179534912
0.009085725992918015,1.0,1.0,1.0,0.2848663032054901,0.9079861044883728,0.9288256168365479,0.90625
0.008480382151901722,1.0,1.0,1.0,0.2894965708255768,0.9114583134651184,0.9322637915611267,0.9079861044883728
0.009025723673403263,1.0,1.0,1.0,0.29167091846466064,0.9114583134651184,0.9288256168365479,0.90625
0.0086138267070055,1.0,1.0,1.0,0.2860703766345978,0.9114583134651184,0.9323843121528625,0.9097222089767456
0.008203674107789993,1.0,1.0,1.0,0.2911494970321655,0.9097222089767456,0.9307282567024231,0.9097222089767456
0.008123591542243958,1.0,1.0,1.0,0.2860407829284668,0.9114583134651184,0.9321428537368774,0.90625
0.007326052058488131,1.0,1.0,1.0,0.2796829640865326,0.9114583134651184,0.9340463280677795,0.9097222089767456
